respondent_id,region,area,sex,age,ethnicity,disability,education,employed,monthly_income_mdl
1260,Centre, rural,Female,35,Moldovan,No,Tertiary,1,9180
1261,South,Urban,Female,36,Moldovan,No,Tertiary,1,10710
1262,Centre,urban,Female,35,Gagauz,No,Tertiary,0,
1263,North,rural,Female,55,Moldovan,No,Vocational,0,
1264,UTA Găgăuzia,urban,Female,55,Moldovan,No,Secondary,0,
1265,Centre,rural,Female,34,Moldovan,No,Secondary,0,
1266,South,rural,Male,47,Moldovan,No,Secondary,1,4480
1267,North,rural,Female,26,Moldovan,No,Primary,1,3760
1268,Centre,URBAN,Male,44,Ukrainian,No,Tertiary,1,11240
1269,South,urban,Female,42,Bulgarian,No,Vocational,0,
1270,Centre,rural,Male,24,Russian,No,Vocational,0,
1271,Centre,urban,Female,43,Moldovan,No,Secondary,0,
1272,Centre,rural,Male,46,Ukrainian,No,Secondary,1,6680
1273,UTA Găgăuzia,urban,Male,48,Moldovan,No,Secondary,0,
1274,UTA Găgăuzia,rural,Male,36,Moldovan,No,Tertiary,1,5400
1275,North,rural,Female,24,Moldovan,No,Secondary,1,5340
1276,UTA Găgăuzia,rural,Female,35,Moldovan,No,Secondary,1,4690
1277,North,rural,Female,70,Moldovan,No,Tertiary,0,
1278,North,rural,Male,69,Romanian,No,Vocational,1,10310
1279,North,urban,Male,35,Russian,No,Vocational,1,7930
1280,North,rural,Male,47,Moldovan,No,Secondary,0,
1281,Chișinău,urban,Male,21,Moldovan,No,Tertiary,1,36060
1282,North,urban,Female,51,Moldovan,No,Secondary,1,
1283,Centre,urban,Male,58,Moldovan,No,Tertiary,1,14560
1284,Chișinău,urban,Female,38,Moldovan,No,Tertiary,0,
1285,South,urban,Female,35,Moldovan,No,Secondary,1,5020
1286,Centre,rural,Female,61,Moldovan,No,Secondary,1,5480
1287,Chișinău,RURAL,Male,42,Moldovan,No,Secondary,0,
1288,North,urban,Male,57,Moldovan,No,Tertiary,1,12980
1289,Centre,urban,Male,25,Moldovan,No,Secondary,0,
1290,Centre,rural,Female,28,Russian,No,Primary,0,
1291,Centre,rural,Female,47,Moldovan,No,Vocational,0,
1292,Centre,rural,Female,48,Moldovan,No,Vocational,0,
1293,Chișinău,urban,Female,42,Moldovan,No,Tertiary,1,14490
1294,North,rural,Female,64,Russian,No,Secondary,0,
1295,North,urban,Female,64,Moldovan,No,Secondary,0,
1296,Centre,urban,Female,18,Moldovan,No,Tertiary,1,14200
1297,Centre,urban,Female,50,Moldovan,No,Secondary,0,
1298,North,rural,Female,41,Moldovan,No,Secondary,1,3450
1299,North,rural,Female,64,Moldovan,No,Secondary,0,
1300,Centre,rural,Female,45,Moldovan,Yes,Vocational,1,6920
1301,North,urban,Female,33,Moldovan,No,Secondary,1,8270
1302,Chișinău,URBAN,Female,29,Russian,No,Secondary,0,
1303,North,rural,Male,29,Moldovan,No,Vocational,0,
1304,Centre,urban,Male,40,Moldovan,No,Tertiary,1,12910
1305,Centre,rural,Male,45,Moldovan,No,Secondary,1,6820
1306,Chișinău,urban,Female,43,Moldovan,No,Secondary,1,9320
1307,South,rural,Female,47,Moldovan,No,Tertiary,1,8490
1308,North,rural,Female,46,Moldovan,No,Secondary,1,7180
1309,Chișinău,urban,Female,24,Moldovan,Yes,Vocational,1,15460
1310,Chișinău,urban,Female,41,Moldovan,No,Secondary,0,
1311,Chișinău,urban,Male,54,Russian,No,Secondary,0,
1312,Chișinău,urban,Male,53,Moldovan,No,Secondary,0,
1313,Chișinău,rural,Male,49,Moldovan,No,Secondary,1,11220
1314,Centre,rural,Female,47,Moldovan,No,Secondary,1,3440
1315,Centre,rural,Male,37,Ukrainian,No,Vocational,0,
1316,South,urban,Female,48,Moldovan,No,Secondary,1,5520
1317,Chișinău, urban,Female,57,Moldovan,No,Tertiary,0,
1318,Centre,urban,Male,70,Moldovan,No,Vocational,1,11870
1319,South,rural,Female,45,Moldovan,No,Primary,0,
1320,Centre,urban,Female,31,Romanian,No,Tertiary,1,9750
1321,Chișinău,urban,Female,38,Moldovan,No,Vocational,0,
1322,UTA Găgăuzia,rural,Female,25,Moldovan,No,Primary,1,2800
1323,North,urban,Female,35,Moldovan,No,Tertiary,1,6580
1324,Chișinău,urban,Female,46,Moldovan,No,Tertiary,0,
1325,Centre,urban,Female,29,Moldovan,No,Secondary,0,
1326,Chișinău,urban,Female,48,Moldovan,No,Secondary,1,9770
1327,UTA Găgăuzia,urban,Female,37,Moldovan,No,Secondary,0,
1328,North,urban,Female,37,Moldovan,No,Tertiary,1,10000
1329,North,urban,Female,49,Moldovan,Yes,Secondary,0,
1330,Chișinău,urban,Male,34,Romanian,No,Vocational,1,15550
1331,Chișinău,urban,Female,18,Moldovan,No,Secondary,0,
1332,South,rural,Female,62,Moldovan,No,Vocational,1,5090
1333,Centre,rural,Male,39,Moldovan,No,Vocational,1,4780
1334,Centre,urban,Male,33,Moldovan,No,Secondary,1,5030
1335,Centre,rural,Male,47,Roma,No,Secondary,0,
1336,Chișinău,urban,Female,48,Moldovan,No,Secondary,1,
1337,South,urban,Male,70,Moldovan,No,Secondary,1,
1338,Centre,rural,Female,43,Moldovan,Yes,Vocational,0,
1339,Chișinău,urban,Male,28,Moldovan,No,Vocational,1,12970
1340,Chișinău,urban,Female,46,Russian,No,Secondary,1,8930
1341,Chișinău,urban,Female,25,Moldovan,No,Tertiary,1,8920
1342,North,urban,Male,43,Moldovan,No,Secondary,1,6230
1343,Centre,urban,Male,23,Moldovan,No,Secondary,1,9560
1344,Centre,rural,Female,49,Moldovan,No,Vocational,1,8790
1345,Centre,rural,Male,43,Roma,No,Vocational,1,4640
1346,Centre,Urban,Male,44,Moldovan,No,Vocational,1,7820
1347,South,rural,Female,27,Bulgarian,No,Secondary,1,3630
1348,South,urban,Male,18,Moldovan,No,Secondary,0,
1349,Chișinău,urban,Female,45,Moldovan,No,Tertiary,1,18810
1350,South,rural,Male,58,Moldovan,No,Primary,0,
1351,Chișinău,urban,Male,18,Moldovan,No,Primary,0,
1352,South,rural,Male,34,Roma,No,Primary,0,
1353,North,rural,Female,61,Moldovan,No,Vocational,0,
1354,North,urban,Female,26,Ukrainian,No,Secondary,1,5180
1355,UTA Găgăuzia,rural,Female,49,Moldovan,No,Secondary,0,
1356,South,Rural,Male,47,Moldovan,No,Vocational,1,7170
1357,Centre,rural,Female,47,Moldovan,Yes,Tertiary,0,
1358,Centre,rural,Female,41,Moldovan,No,Secondary,1,6080
1359,Chișinău,urban,Female,33,Moldovan,No,Vocational,0,
1360,Centre,rural,Male,29,Romanian,No,Secondary,1,6090
1361,Chișinău,urban,Male,57,Moldovan,No,Secondary,0,
1362,North,urban,Male,50,Moldovan,No,Vocational,1,6580
1363,UTA Găgăuzia,urban,Male,60,,No,Vocational,1,8650
1364,North,urban,Female,39,Moldovan,No,Vocational,1,9610
1365,North,rural,Female,33,Moldovan,No,Secondary,0,
1366,Centre,urban,Male,43,Gagauz,No,Tertiary,1,8060
1367,North,urban,Female,49,Moldovan,No,Secondary,1,6810
1368,Chișinău,urban,Female,50,Moldovan,No,Vocational,0,
1369,South,urban,Female,56,Moldovan,No,Tertiary,1,6240
1370,Centre,urban,Female,43,Moldovan,Yes,Tertiary,1,6840
1371,Centre,urban,Male,51,Moldovan,No,Secondary,1,8340
1372,Chișinău,urban,Female,35,Moldovan,No,Secondary,1,6560
1373,Chișinău,urban,Female,37,Moldovan,No,Vocational,0,
1374,North,urban,Male,58,Gagauz,No,Secondary,0,
1375,South,urban,Male,30,Romanian,No,Vocational,1,5530
1376,North,rural,Male,49,Ukrainian,No,Tertiary,1,10210
1377,South,Urban,Male,27,Moldovan,No,Secondary,1,
1378,Centre,rural,Female,37,Moldovan,No,Tertiary,1,8590
1379,Centre,rural,Male,30,Moldovan,No,Secondary,1,6630
1380,Chișinău,urban,Female,46,Moldovan,No,Vocational,0,
1381,North,rural,Female,30,Moldovan,No,Secondary,1,4480
1382,North,rural,Female,49,Moldovan,No,Secondary,0,
1383,UTA Găgăuzia,rural,Male,70,Moldovan,Yes,Tertiary,0,
1384,South,urban,Female,25,Moldovan,No,Tertiary,1,4270
1385,South,urban,Female,63,Moldovan,Yes,Tertiary,0,
1386,Chișinău,urban,Male,57,Moldovan,No,Secondary,1,11760
1387,Centre,urban,Male,20,Moldovan,No,Secondary,0,
1388,South,rural,Female,54,Moldovan,No,Vocational,1,7430
1389,South,urban,Female,28,Moldovan,No,Vocational,1,4990
1390,Centre,rural,Female,33,Gagauz,No,Vocational,0,
1391,North,urban,Female,60,Moldovan,No,Tertiary,1,10770
1392,UTA Găgăuzia,rural,Male,29,Moldovan,Yes,Secondary,0,
1393,UTA Găgăuzia,rural,Male,41,Moldovan,No,Tertiary,1,7270
1394,South,urban,Male,44,Moldovan,No,Vocational,1,6640
1395,North,urban,Female,41,Moldovan,No,Tertiary,1,8600
1396,North,Urban,Male,38,Moldovan,No,Primary,1,6680
1397,North,urban,Female,40,Moldovan,No,Secondary,1,4110
1398,North,urban,Female,57,Roma,No,Tertiary,0,
1399,Chișinău,urban,Female,31,Moldovan,No,Tertiary,1,12780
1400,Centre,urban,Male,43,Moldovan,No,Tertiary,1,15500
1401,North,urban,Female,37,Moldovan,No,Tertiary,1,15580
1402,Chișinău,urban,Male,20,Roma,No,Primary,1,3150
1403,Chișinău,urban,Female,57,Moldovan,No,Vocational,0,
1404,North,urban,Male,58,Moldovan,No,Tertiary,1,15930
1405,South,urban,Male,70,Moldovan,No,Primary,1,2850
1406,Centre,rural,Female,40,Moldovan,No,Secondary,1,4880
1407,Centre,urban,Male,42,Gagauz,No,Secondary,1,12830
1408,North,rural,Male,36,Moldovan,No,Tertiary,1,8850
1409,North,urban,Male,54,Moldovan,No,Vocational,1,14060
1410,Chișinău,urban,Male,63,Moldovan,No,Tertiary,1,21400
1411,South,urban,Female,21,Romanian,No,Vocational,1,5520
1412,South,urban,Male,30,Moldovan,Yes,Secondary,1,6680
1413,Chișinău,rural,Male,57,Moldovan,No,Secondary,1,6030
1414,North,rural,Male,24,Moldovan,Yes,Secondary,1,4390
1415,Chișinău,urban,Female,26,Moldovan,No,Tertiary,1,14930
1416,Chișinău,URBAN,Male,37,Moldovan,No,Secondary,0,
1417,UTA Găgăuzia,rural,Male,33,Moldovan,No,Vocational,0,
1418,UTA Găgăuzia,rural,Female,40,Moldovan,No,Secondary,1,4800
1419,North,rural,Male,48,Moldovan,No,Tertiary,1,7310
1420,Centre,rural,Male,48,Moldovan,No,Tertiary,1,15060
1421,North, rural,Female,50,Moldovan,No,Secondary,1,5040
1422,Centre,rural,Female,18,Moldovan,No,Secondary,0,
1423,North,URBAN,Female,42,Ukrainian,No,Secondary,1,6890
1424,Chișinău,urban,Female,28,Moldovan,No,Secondary,0,
1425,Chișinău,urban,Male,33,Moldovan,No,Secondary,0,
1426,South,urban,Female,36,Moldovan,No,Tertiary,1,8200
1427,Chișinău,urban,Female,19,Romanian,No,Secondary,1,11110
1428,North,urban,Female,55,Moldovan,No,Vocational,1,7310
1429,Centre,rural,Female,42,Moldovan,No,Secondary,0,
1430,Centre,urban,Male,45,Gagauz,No,Vocational,1,8170
1431,Centre,urban,Male,49,Bulgarian,No,Vocational,0,
1432,Chișinău,urban,Female,35,Moldovan,Yes,Secondary,1,9780
1433,Centre,urban,Male,50,Moldovan,No,Tertiary,0,
1434,Centre,urban,Female,44,Moldovan,No,Secondary,0,
1435,North,rural,Female,38,Moldovan,No,Vocational,1,6370
1436,South,urban,Male,33,Russian,No,Secondary,0,
1437,Chișinău,urban,Female,41,Moldovan,No,Tertiary,1,11010
1438,North,rural,Male,21,Moldovan,No,Primary,0,
1439,Centre,urban,Male,24,Russian,Yes,Vocational,0,
1440,Centre,urban,Female,35,Russian,Yes,Secondary,1,10490
1441,South,urban,Male,38,Moldovan,No,Secondary,0,
1442,Chișinău,urban,Male,30,Moldovan,No,Vocational,0,
1443,Centre,rural,Female,43,Moldovan,No,Secondary,1,4890
1444,Chișinău,urban,Female,55,Gagauz,No,Secondary,1,10470
1445,Chișinău,urban,Female,33,Moldovan,No,Secondary,1,13400
1446,North,urban,Male,31,Moldovan,Yes,Vocational,1,6500
1447,Centre,urban,Female,68,Moldovan,No,Vocational,0,
1448,Centre, urban,Female,37,Moldovan,No,Vocational,1,10480
1449,Centre,urban,Female,44,Moldovan,No,Secondary,1,5840
1450,South,urban,Female,18,Moldovan,No,Secondary,1,9000
1451,Chișinău,urban,Male,41,Moldovan,Yes,Secondary,1,11490
1452,South,urban,Male,35,Moldovan,No,Vocational,0,
1453,North,urban,Female,59,Gagauz,No,Tertiary,1,8680
1454,Centre,urban,Female,58,Moldovan,No,Secondary,0,
1455,Chișinău,urban,Male,68,Moldovan,No,Tertiary,0,
1456,Centre,urban,Male,23,Moldovan,No,Secondary,0,
1457,North, urban,Male,22,Moldovan,Yes,Vocational,0,
1458,Centre,urban,Male,38,Moldovan,No,Secondary,0,
1459,Chișinău,urban,Female,37,Moldovan,No,Vocational,1,11460
1460,North,RURAL,Male,26,Moldovan,No,Tertiary,1,8630
1461,Chișinău,urban,Female,52,Moldovan,No,Tertiary,0,
1462,Chișinău,urban,Female,50,Moldovan,No,Vocational,1,6570
1463,North,RURAL,Female,18,Moldovan,No,Vocational,1,6290
1464,North,urban,Male,50,Moldovan,No,Tertiary,1,12380
1465,Centre,urban,Male,32,Moldovan,No,Secondary,1,
1466,North,rural,Male,18,Moldovan,No,Secondary,1,6610
1467,Centre,rural,Female,38,Moldovan,No,Primary,1,4740
1468,North,urban,Male,34,Moldovan,No,Tertiary,0,
1469,North,urban,Female,31,Russian,No,Secondary,1,4890
1470,Chișinău,urban,Female,28,Moldovan,No,Tertiary,1,13990
1471,UTA Găgăuzia,urban,Female,49,Moldovan,No,Secondary,1,6170
1472,Centre,urban,Female,52,Moldovan,No,Vocational,1,6910
1473,Centre,rural,Female,26,Moldovan,No,Primary,0,
1474,Chișinău,URBAN,Male,41,Moldovan,No,Secondary,0,
1475,South,rural,Male,36,Moldovan,No,Primary,0,
1476,South,rural,Male,41,Gagauz,No,Vocational,1,5970
1477,Chișinău,urban,Male,21,Moldovan,No,Vocational,1,12430
1478,Chișinău,urban,Male,26,Moldovan,No,Vocational,1,12230
1479,Centre,URBAN,Male,61,Moldovan,No,Vocational,1,9660
1480,Chișinău,urban,Female,41,Gagauz,No,Secondary,0,
1481,Centre,rural,Male,26,Moldovan,No,Vocational,0,
1482,Chișinău,urban,Male,57,Moldovan,No,Secondary,1,12730
1483,Chișinău,urban,Male,57,Russian,No,Secondary,1,11770
1484,North,urban,Female,47,Gagauz,Yes,Primary,0,
1485,North,rural,Male,54,Moldovan,No,Secondary,0,
1486,North,urban,Male,70,Moldovan,No,Secondary,1,10690
1487,South,rural,Female,39,Moldovan,No,Tertiary,1,
1488,South,urban,Female,44,Romanian,No,Vocational,1,6710
1489,North,RURAL,Male,37,Gagauz,No,Secondary,1,5860
1490,Centre,urban,Female,68,Bulgarian,No,Primary,1,5990
1491,Centre,urban,Male,68,Romanian,No,Tertiary,1,9870
1492,Centre,rural,Male,38,Moldovan,No,Tertiary,1,9700
1493,Centre,rural,Male,43,Moldovan,No,Secondary,0,
1494,North,rural,Female,28,Ukrainian,No,Secondary,0,
1495,Centre,urban,Male,60,Moldovan,No,Primary,1,5090
1496,South,urban,Female,48,Moldovan,No,Secondary,0,
1497,Chișinău,rural,Male,24,Moldovan,No,Vocational,1,11600
1498,Chișinău,urban,Female,39,Moldovan,No,Tertiary,0,
1499,North,urban,Male,43,Moldovan,No,Tertiary,1,15570
1500,Centre,rural,Male,45,Moldovan,No,Vocational,1,15580
1501,Chișinău,urban,Female,38,Moldovan,No,Tertiary,1,21300
1502,Chișinău,rural,Female,26,Moldovan,Yes,Secondary,0,
1503,Chișinău,urban,Female,33,Gagauz,No,Vocational,0,
1504,UTA Găgăuzia,urban,Female,31,Bulgarian,No,Vocational,1,
1505,Chișinău,urban,Male,40,Moldovan,No,Secondary,1,13750
1506,North,urban,Female,33,Moldovan,No,Tertiary,1,10520
1507,South,rural,Male,34,Moldovan,No,Vocational,1,3810
1508,North,urban,Male,62,Moldovan,No,Secondary,0,
1509,North, urban,Female,43,Russian,No,Tertiary,1,15140
1510,Centre,rural,Male,35,Moldovan,No,Tertiary,1,11680
1511,North,urban,Female,70,Russian,No,Secondary,1,4890
1512,Chișinău,rural,Female,53,Ukrainian,No,Vocational,1,9690
1513,Chișinău,urban,Female,32,Gagauz,No,Secondary,0,
1514,Centre,rural,Male,52,Moldovan,No,Secondary,0,
1515,Chișinău,urban,Female,51,Moldovan,No,Primary,0,
1516,North,rural,Male,48,Moldovan,No,Secondary,0,
1517,North,urban,Male,58,Moldovan,No,Secondary,1,8020
1518,Chișinău,urban,Female,33,Moldovan,No,Secondary,1,6150
1519,UTA Găgăuzia,rural,Male,47,Moldovan,No,Primary,1,6090
1520,UTA Găgăuzia, urban,Male,30,Moldovan,No,Vocational,1,10850
1521,Chișinău,urban,Female,29,Moldovan,No,Secondary,1,14110
1522,South,rural,Female,33,Moldovan,No,Vocational,1,4880
1523,North,urban,Male,35,Romanian,No,Secondary,1,8930
1524,Chișinău,urban,Male,27,Moldovan,No,Vocational,1,6740
1525,Centre,rural,Male,30,Moldovan,No,Vocational,1,-150
1526,Centre,urban,Female,58,Moldovan,No,Secondary,1,4450
1527,UTA Găgăuzia,rural,Female,50,Bulgarian,No,Secondary,1,3940
1528,Chișinău,urban,Female,58,Moldovan,No,Secondary,1,8440
1529,North,rural,Female,26,Moldovan,No,Secondary,1,4390
1530,South,rural,Male,45,Moldovan,No,Vocational,1,4150
1531,North,urban,Female,41,Roma,No,Secondary,0,
1532,South,urban,Male,44,Moldovan,Yes,Secondary,1,4330
1533,Chișinău,urban,Male,35,Russian,No,Tertiary,1,
1534,UTA Găgăuzia,rural,Female,39,Moldovan,Yes,Vocational,0,
1535,Chișinău,URBAN,Female,51,Romanian,No,Primary,1,7990
1536,UTA Găgăuzia,urban,Male,36,Moldovan,No,Primary,1,3560
1537,North,rural,Female,40,Moldovan,No,Tertiary,1,
1538,Chișinău,rural,Female,36,Ukrainian,No,Tertiary,1,8240
1539,Centre,urban,Male,67,Ukrainian,No,Vocational,1,6740
1540,Chișinău,urban,Female,52,Bulgarian,No,Secondary,1,7250
1541,Centre,urban,Female,38,Moldovan,No,Vocational,0,
1542,Chișinău,urban,Male,68,Moldovan,No,Secondary,1,12230
1543,North,rural,Male,61,Roma,No,Tertiary,0,
1544,Chișinău,rural,Male,38,Moldovan,No,Vocational,1,16900
1545,North,urban,Female,19,Moldovan,No,Vocational,1,7720
1546,Chișinău,urban,Female,25,Moldovan,No,Tertiary,1,14560
1547,North,urban,Male,44,Moldovan,No,Secondary,1,9140
1548,UTA Găgăuzia,urban,Female,60,Moldovan,No,Tertiary,1,9640
1549,North,rural,Male,53,Moldovan,No,Tertiary,1,7650
1550,Chișinău,urban,Female,51,Moldovan,No,Secondary,1,10840
1551,Chișinău,urban,Male,67,Moldovan,No,Secondary,1,8690
1552,Chișinău,urban,Male,33,Moldovan,No,Vocational,1,13150
1553,North,urban,Female,35,Romanian,No,Tertiary,1,9700
1554,Chișinău,urban,Male,38,Moldovan,No,Vocational,1,14190
1555,South,rural,Male,27,Moldovan,No,Secondary,0,
1556,South,rural,Male,60,Moldovan,No,Vocational,0,
1557,North,urban,Female,58,Romanian,No,Secondary,0,
1558,North,rural,Female,28,Moldovan,No,Tertiary,1,8340
1559,Chișinău,urban,Female,19,Moldovan,Yes,Tertiary,1,16410
1560,Centre,urban,Male,36,Moldovan,No,Tertiary,0,
1561,Chișinău,urban,Female,33,Roma,No,Secondary,1,6030
1562,South,rural,Male,49,Moldovan,No,Vocational,0,
1563,Centre,rural,Female,31,Moldovan,No,Vocational,1,5560
1564,North,Urban,Female,26,Bulgarian,No,Vocational,0,
1565,North,urban,Male,49,Moldovan,No,Secondary,1,6770
1566,UTA Găgăuzia,urban,Male,46,Moldovan,No,Primary,0,
1567,Chișinău,urban,Female,58,Ukrainian,No,Secondary,0,
1568,Chișinău,urban,Female,25,Moldovan,No,Primary,1,9160
1569,South,urban,Male,24,Russian,Yes,Secondary,0,
1570,Chișinău, urban,Male,54,Romanian,Yes,Tertiary,1,23860
1571,North,urban,Female,38,Russian,No,Tertiary,1,7210
1572,Chișinău,urban,Male,44,Moldovan,No,Vocational,1,22450
1573,South,urban,Male,18,Moldovan,No,Tertiary,1,10640
1574,North,rural,Male,66,Moldovan,No,Secondary,0,
1575,UTA Găgăuzia,rural,Male,47,Moldovan,No,Tertiary,1,8660
1576,UTA Găgăuzia,rural,Female,31,Roma,No,Secondary,0,
1577,Chișinău,urban,Female,38,Romanian,No,Secondary,1,7470
1578,North,rural,Female,61,Moldovan,No,Secondary,0,
1579,Chișinău,urban,Female,53,Russian,No,Secondary,1,5240
1580,South,rural,Female,49,Moldovan,No,Secondary,0,
1581,North,urban,Female,37,Moldovan,Yes,Vocational,0,
1582,Chișinău,urban,Male,19,Roma,No,Secondary,1,6300
1583,Centre,rural,Female,41,Ukrainian,No,Tertiary,1,7080
1584,Centre,urban,Male,42,Moldovan,No,Vocational,0,
1585,North,rural,Male,61,Moldovan,No,Tertiary,1,5530
1586,UTA Găgăuzia,rural,Female,47,Moldovan,No,Secondary,1,5280
1587,Centre,urban,Female,58,Moldovan,No,Tertiary,1,10900
1588,South, rural,Female,58,Moldovan,No,Vocational,0,
1589,Centre,rural,Male,62,Moldovan,No,Secondary,0,
1590,North,urban,Female,39,Moldovan,Yes,Vocational,1,7720
1591,Centre,rural,Male,31,Moldovan,Yes,Vocational,1,8250
1592,Centre,urban,Female,29,Moldovan,No,Vocational,0,
1593,Centre,urban,Female,37,Roma,No,Tertiary,0,
1594,Chișinău,URBAN,Female,44,Moldovan,No,Primary,1,6390
1595,South,urban,Male,35,Moldovan,No,Secondary,1,3410
1596,Centre,urban,Male,63,Romanian,No,Secondary,1,6840
1597,North, rural,Female,49,Moldovan,No,Tertiary,1,18030
1598,North,urban,Female,32,Moldovan,No,Secondary,0,
1599,Chișinău,urban,Female,51,Russian,No,Tertiary,1,13380
1600,North,urban,Female,54,Moldovan,No,Secondary,1,7740
1601,UTA Găgăuzia,urban,Male,44,Gagauz,No,Tertiary,1,9490
1602,Centre,rural,Female,44,Moldovan,No,Secondary,0,
1603,Centre,rural,Male,34,Moldovan,No,Secondary,0,
1604,Chișinău,urban,Female,33,Moldovan,No,Secondary,0,
1605,Centre,rural,Male,38,Moldovan,No,Secondary,0,
1606,Centre,urban,Male,49,Moldovan,No,Vocational,0,
1607,North,urban,Male,40,Moldovan,No,Vocational,1,10420
1608,South,rural,Male,58,Gagauz,No,Tertiary,0,
1609,UTA Găgăuzia,urban,Female,38,Romanian,No,Secondary,1,5380
1610,North,urban,Male,51,Moldovan,No,Secondary,0,
1611,North,rural,Female,36,Ukrainian,No,Secondary,0,
1612,South,urban,Female,34,Moldovan,No,Tertiary,1,5190
1613,South,rural,Male,41,Moldovan,No,Secondary,1,6290
1614,North,rural,Female,27,Moldovan,No,Vocational,1,11150
1615,South, urban,Male,43,Russian,No,Secondary,0,
1616,South,rural,Female,45,Moldovan,No,Tertiary,1,8630
1617,North,urban,Female,40,Romanian,No,Vocational,1,7930
1618,Chișinău,urban,Male,60,Gagauz,No,Secondary,1,10940
1619,South,urban,Male,32,Moldovan,No,Tertiary,1,11720
1620,North,urban,Male,34,Moldovan,No,Primary,1,3960
1621,Chișinău,urban,Female,42,Moldovan,No,Secondary,0,
1622,Centre,urban,Male,29,Moldovan,No,Secondary,1,7800
1623,North,rural,Female,59,Moldovan,No,Primary,1,5730
1624,North,rural,Female,59,Moldovan,No,Secondary,0,
1625,Centre,rural,Female,50,Moldovan,No,Tertiary,1,11100
1626,South,urban,Male,56,Romanian,No,Secondary,1,9120
1627,North,urban,Female,50,Moldovan,Yes,Tertiary,0,
1628,North, urban,Female,37,Moldovan,No,Vocational,1,4380
1629,South,rural,Male,49,Ukrainian,No,Vocational,1,3900
1630,UTA Găgăuzia,rural,Male,40,Moldovan,No,Vocational,1,5850
1631,North,urban,Male,49,Moldovan,No,Secondary,1,7800
1632,South,urban,Male,68,Bulgarian,No,Secondary,0,
1633,Centre,rural,Female,28,Romanian,No,Vocational,0,
1634,North,urban,Male,62,Moldovan,No,Vocational,1,8740
1635,North,urban,Male,55,Gagauz,No,Secondary,1,4600
1636,South,urban,Male,47,Romanian,No,Secondary,0,
1637,Centre,urban,Male,40,Moldovan,No,Vocational,1,5420
1638,South,urban,Female,44,Moldovan,No,Secondary,0,
1639,Centre,rural,Female,61,Russian,No,Tertiary,0,
1640,Chișinău,urban,Male,18,Gagauz,No,Secondary,1,11850
1641,North,urban,Male,41,Moldovan,Yes,Primary,0,
1642,Chișinău,urban,Male,23,Moldovan,No,Primary,0,
1643,Chișinău,urban,Female,49,Bulgarian,No,Primary,0,
1644,South,urban,Male,53,Moldovan,No,Vocational,0,
1645,South,urban,Male,46,Ukrainian,No,Tertiary,1,12640
1646,Centre,rural,Male,63,Moldovan,No,Secondary,0,
1647,Centre,rural,Male,25,Moldovan,No,Secondary,1,4360
1648,South,rural,Male,40,Moldovan,No,Primary,0,
1649,Centre,urban,Female,29,Moldovan,No,Secondary,1,10360
1650,Chișinău,urban,Male,27,Bulgarian,No,Primary,0,
1651,Centre,urban,Male,47,Russian,No,Secondary,1,4600
1652,Chișinău,URBAN,Female,22,Moldovan,Yes,Primary,1,5230
1653,North,urban,Female,36,Moldovan,No,Secondary,1,6500
1654,North,rural,Male,56,Russian,No,Primary,0,
1655,Chișinău,urban,Male,36,Bulgarian,No,Secondary,1,10860
1656,UTA Găgăuzia,urban,Female,35,Russian,No,Tertiary,0,
1657,Centre,rural,Male,70,Moldovan,No,Secondary,0,
1658,South,urban,Male,49,Moldovan,Yes,Primary,0,
1659,Centre,rural,Female,48,Moldovan,No,Secondary,0,
1660,Centre,rural,Male,43,Moldovan,No,Vocational,1,7750
1661,Centre,urban,Male,52,Moldovan,No,Secondary,1,7450
1662,Chișinău,urban,Female,18,Russian,No,Vocational,1,12360
1663,Centre,rural,Male,22,Moldovan,No,Primary,1,6390
1664,North,urban,Male,42,Moldovan,No,Vocational,1,14030
1665,Centre,rural,Male,42,Moldovan,No,Vocational,0,
1666,Centre,urban,Male,47,Gagauz,No,Primary,0,
1667,Chișinău,urban,Female,34,Moldovan,No,Vocational,1,11140
1668,Centre,urban,Female,33,Moldovan,No,Tertiary,1,9580
1669,Chișinău,urban,Male,49,Ukrainian,No,Primary,0,
1670,Centre,urban,Female,42,Moldovan,No,Secondary,1,7720
1671,Centre,urban,Male,43,Moldovan,No,Vocational,1,6520
1672,South,rural,Male,18,Russian,No,Vocational,0,
1673,Chișinău,urban,Male,54,Bulgarian,No,Vocational,1,15220
1674,Centre,rural,Female,27,Moldovan,No,Secondary,0,
1675,UTA Găgăuzia,URBAN,Male,40,Moldovan,No,Secondary,1,6550
1676,North,urban,Male,53,Roma,No,Tertiary,0,
1677,UTA Găgăuzia,urban,Male,51,Moldovan,Yes,Secondary,1,6970
1678,North,rural,Female,32,Moldovan,Yes,Vocational,0,
1679,Chișinău, urban,Female,26,Roma,No,Tertiary,1,8480
1680,Chișinău,urban,Male,19,Moldovan,No,Secondary,1,22340
1681,Centre,rural,Female,35,Romanian,No,Secondary,0,
1682,South,rural,Male,37,Moldovan,No,Secondary,0,
1683,South,URBAN,Female,48,Moldovan,No,Secondary,0,
1684,Centre,urban,Male,26,Russian,No,Tertiary,1,19390
1685,UTA Găgăuzia,rural,Female,37,Moldovan,Yes,Tertiary,1,4870
1686,North,rural,Male,38,Roma,No,Vocational,1,4550
1687,Centre,urban,Female,66,Moldovan,No,Tertiary,1,9290
